Empresa,data_formatada,Posi,pos_ind,Neg,neg_ind,Neutral,neu_ind,indice
hapvida-1T2018,1T2018,61,0.3609467455621302,17,0.10059171597633136,91,0.5384615384615384,0.2603550295857988
hapvida-2T2020,2020-08-14,141,0.3770053475935829,66,0.17647058823529413,167,0.446524064171123,0.20053475935828877
hapvida-4T2022,4T2022,194,0.3265993265993266,79,0.132996632996633,321,0.5404040404040404,0.1936026936026936
hapvida-4T2019,4T2019,127,0.2754880694143167,69,0.14967462039045554,265,0.5748373101952278,0.12581344902386118
hapvida-2T2019,2T2019,85,0.3648068669527897,16,0.06866952789699571,132,0.5665236051502146,0.296137339055794
hapvida-4T2018,4T2018,136,0.3333333333333333,52,0.12745098039215685,220,0.5392156862745098,0.20588235294117646
hapvida-3T2019,3T2019,57,0.5277777777777778,12,0.1111111111111111,39,0.3611111111111111,0.4166666666666667
hapvida-4T2020,4T2020,137,0.3959537572254335,44,0.12716763005780346,165,0.476878612716763,0.26878612716763006
magazine_luiza-3T2017,3T2017,184,0.46,21,0.0525,195,0.4875,0.4075
magazine_luiza-4T2021,4T2021,160,0.38004750593824227,27,0.06413301662707839,234,0.5558194774346793,0.3159144893111639
magazine_luiza-1T2016,2016-05-06,129,0.40186915887850466,37,0.11526479750778816,155,0.48286604361370716,0.2866043613707165
magazine_luiza-3T2022,2022-11-11,278,0.42249240121580545,57,0.08662613981762918,323,0.4908814589665654,0.33586626139817627
magazine_luiza-1T2013,2013-05-14,125,0.352112676056338,30,0.08450704225352113,200,0.5633802816901409,0.2676056338028169
magazine_luiza-3T2012,2012-11-13,100,0.4219409282700422,22,0.09282700421940929,115,0.48523206751054854,0.3291139240506329
magazine_luiza-2T2018,2T2018,172,0.4215686274509804,22,0.05392156862745098,214,0.5245098039215687,0.36764705882352944
magazine_luiza-1T2012,2012-05-15,99,0.339041095890411,46,0.15753424657534246,147,0.5034246575342466,0.1815068493150685
magazine_luiza-2T2014,2014-08-01,114,0.35514018691588783,47,0.14641744548286603,160,0.4984423676012461,0.2087227414330218
magazine_luiza-1T2019,1T2019,152,0.4198895027624309,28,0.07734806629834254,182,0.5027624309392266,0.3425414364640884
magazine_luiza-1T2020,1T2020,271,0.29014989293361887,116,0.12419700214132762,547,0.5856531049250535,0.16595289079229122
magazine_luiza-2T2015,2015-07-31,110,0.3064066852367688,53,0.14763231197771587,196,0.5459610027855153,0.15877437325905291
magazine_luiza-3T2018,3T2018,198,0.375,40,0.07575757575757576,290,0.5492424242424242,0.29924242424242425
magazine_luiza-4T2017,4T2017,120,0.41522491349480967,16,0.05536332179930796,153,0.5294117647058824,0.35986159169550175
magazine_luiza-2T2012,2012-08-14,137,0.35038363171355497,45,0.11508951406649616,209,0.5345268542199488,0.23529411764705882
magazine_luiza-2T2022,2022-08-17,195,0.4276315789473684,22,0.04824561403508772,239,0.5241228070175439,0.3793859649122807
magazine_luiza-1T2022,2022-05-17,139,0.40406976744186046,17,0.04941860465116279,188,0.5465116279069767,0.3546511627906977
magazine_luiza-2T2013,2013-08-07,172,0.4028103044496487,40,0.0936768149882904,215,0.5035128805620609,0.3091334894613583
magazine_luiza-3T2013,3T2013,132,0.34108527131782945,35,0.09043927648578812,220,0.5684754521963824,0.25064599483204136
magazine_luiza-1T2021,2021-05-14,165,0.3340080971659919,19,0.038461538461538464,310,0.6275303643724697,0.29554655870445345
magazine_luiza-1T2017,2017-05-05,210,0.44025157232704404,24,0.050314465408805034,243,0.5094339622641509,0.389937106918239
magazine_luiza-4T2014,2015-02-27,91,0.4080717488789238,26,0.11659192825112108,106,0.47533632286995514,0.2914798206278027
magazine_luiza-2T2021,2021-08-13,137,0.4840989399293286,9,0.03180212014134275,137,0.4840989399293286,0.45229681978798586
magazine_luiza-1T2014,2014-05-08,153,0.3722627737226277,40,0.09732360097323602,218,0.5304136253041363,0.2749391727493917
magazine_luiza-3T2020,2020-11-10,232,0.37359098228663445,37,0.05958132045088567,352,0.5668276972624798,0.3140096618357488
magazine_luiza-2T2017,2T2017,214,0.39776951672862454,32,0.05947955390334572,292,0.5427509293680297,0.3382899628252788
magazine_luiza-3T2016,2016-10-31,137,0.44625407166123776,19,0.06188925081433225,151,0.49185667752442996,0.38436482084690554
magazine_luiza-3T2021,3T2021,109,0.2759493670886076,24,0.060759493670886074,262,0.6632911392405063,0.21518987341772153
magazine_luiza-3T2015,2015-11-11,153,0.3469387755102041,51,0.11564625850340136,237,0.5374149659863946,0.23129251700680273
magazine_luiza-2T2016,2016-08-04,132,0.358695652173913,46,0.125,190,0.5163043478260869,0.23369565217391305
magazine_luiza-1T2015,2015-05-08,75,0.35714285714285715,29,0.1380952380952381,106,0.5047619047619047,0.21904761904761905
magazine_luiza-1T2018,1T2018,199,0.42340425531914894,21,0.04468085106382979,250,0.5319148936170213,0.37872340425531914
magazine_luiza-2T2020,2T2020,299,0.3628640776699029,70,0.08495145631067962,455,0.5521844660194175,0.2779126213592233
magazine_luiza-4T2022,4T2022,197,0.4112734864300626,35,0.07306889352818371,247,0.5156576200417536,0.33820459290187893
magazine_luiza-3T2014,2014-10-31,126,0.3727810650887574,40,0.11834319526627218,172,0.5088757396449705,0.25443786982248523
magazine_luiza-4T2019,4T2019,231,0.5448113207547169,18,0.04245283018867924,175,0.41273584905660377,0.5023584905660378
magazine_luiza-2T2019,2T2019,191,0.4340909090909091,32,0.07272727272727272,217,0.49318181818181817,0.3613636363636364
magazine_luiza-4T2018,4T2018,139,0.4263803680981595,15,0.046012269938650305,172,0.5276073619631901,0.3803680981595092
magazine_luiza-4T2016,2017-02-20,157,0.37292161520190026,41,0.09738717339667459,223,0.5296912114014252,0.2755344418052256
magazine_luiza-4T2013,2014-02-24,139,0.3381995133819951,34,0.0827250608272506,238,0.5790754257907542,0.25547445255474455
magazine_luiza-4T2015,2015-12-31,135,0.4426229508196721,36,0.1180327868852459,134,0.43934426229508194,0.32459016393442625
magazine_luiza-3T2019,3T2019,272,0.39941262848751835,29,0.042584434654919234,380,0.5580029368575624,0.3568281938325991
magazine_luiza-4T2012,4T2012,121,0.45149253731343286,25,0.09328358208955224,122,0.4552238805970149,0.3582089552238806
magazine_luiza-4T2020,4T2020,199,0.332220367278798,32,0.05342237061769616,368,0.6143572621035058,0.27879799666110183
santander-3T2017,2017-10-26,190,0.4298642533936652,32,0.07239819004524888,220,0.497737556561086,0.3574660633484163
santander-4T2021,4T2021,16,0.05734767025089606,32,0.11469534050179211,231,0.8279569892473119,-0.05734767025089606
santander-1T2016,2016-04-27,123,0.3397790055248619,65,0.17955801104972377,174,0.48066298342541436,0.16022099447513813
santander-3T2022,3T2022,19,0.0472636815920398,55,0.13681592039800994,328,0.8159203980099502,-0.08955223880597014
santander-4T2011,2012-01-31,117,0.45703125,22,0.0859375,117,0.45703125,0.37109375
santander-1T2013,2013-04-25,93,0.28792569659442724,54,0.16718266253869968,176,0.544891640866873,0.12074303405572756
santander-3T2012,2012-10-25,93,0.34962406015037595,53,0.19924812030075187,120,0.45112781954887216,0.15037593984962405
santander-2T2018,2018-07-25,164,0.37962962962962965,41,0.09490740740740741,227,0.5254629629629629,0.2847222222222222
santander-1T2012,2012-04-26,72,0.37305699481865284,27,0.13989637305699482,94,0.48704663212435234,0.23316062176165803
santander-2T2014,2014-07-31,93,0.4305555555555556,37,0.1712962962962963,86,0.39814814814814814,0.25925925925925924
santander-1T2019,2019-04-30,154,0.39086294416243655,38,0.09644670050761421,202,0.5126903553299492,0.29441624365482233
santander-1T2020,2020-04-28,104,0.26666666666666666,64,0.1641025641025641,222,0.5692307692307692,0.10256410256410256
santander-2T2015,2015-07-30,90,0.42857142857142855,44,0.20952380952380953,76,0.3619047619047619,0.21904761904761905
santander-3T2018,2018-10-31,120,0.31413612565445026,46,0.12041884816753927,216,0.5654450261780105,0.193717277486911
santander-4T2017,2018-01-31,178,0.445,38,0.095,184,0.46,0.35
santander-2T2012,2012-07-26,79,0.37799043062200954,32,0.15311004784688995,98,0.4688995215311005,0.22488038277511962
santander-2T2022,2022-07-28,201,0.4152892561983471,41,0.08471074380165289,242,0.5,0.3305785123966942
santander-2T2013,2013-07-30,131,0.34564643799472294,82,0.21635883905013192,166,0.43799472295514513,0.12928759894459102
santander-3T2013,2013-10-24,165,0.3741496598639456,58,0.13151927437641722,218,0.4943310657596372,0.24263038548752835
santander-1T2021,2021-04-28,176,0.40930232558139534,46,0.10697674418604651,208,0.48372093023255813,0.3023255813953488
santander-1T2017,2017-04-26,173,0.37365010799136067,55,0.11879049676025918,235,0.5075593952483801,0.2548596112311015
santander-4T2014,2015-02-03,121,0.46360153256704983,42,0.16091954022988506,98,0.37547892720306514,0.30268199233716475
santander-1T2010,2010-04-29,77,0.4031413612565445,19,0.09947643979057591,95,0.4973821989528796,0.3036649214659686
santander-2T2021,2021-07-28,129,0.3782991202346041,25,0.07331378299120235,187,0.5483870967741935,0.30498533724340177
santander-1T2014,2014-04-29,91,0.3333333333333333,49,0.1794871794871795,133,0.48717948717948717,0.15384615384615385
santander-3T2020,2020-10-27,224,0.4357976653696498,50,0.09727626459143969,240,0.4669260700389105,0.33852140077821014
santander-2T2011,2011-07-27,80,0.3791469194312796,27,0.12796208530805686,104,0.4928909952606635,0.25118483412322273
santander-2T2017,2017-07-31,156,0.4785276073619632,28,0.08588957055214724,142,0.43558282208588955,0.39263803680981596
santander-2T2010,2010-07-29,84,0.2545454545454545,30,0.09090909090909091,216,0.6545454545454545,0.16363636363636364
santander-3T2016,2016-10-26,192,0.45823389021479716,37,0.0883054892601432,190,0.45346062052505964,0.36992840095465396
santander-1T2011,2011-04-28,59,0.4068965517241379,16,0.1103448275862069,70,0.4827586206896552,0.296551724137931
santander-3T2015,2015-10-29,85,0.3794642857142857,44,0.19642857142857142,95,0.42410714285714285,0.18303571428571427
santander-3T2011,2011-10-27,70,0.3482587064676617,21,0.1044776119402985,110,0.5472636815920398,0.24378109452736318
santander-2T2016,2016-07-27,126,0.34146341463414637,52,0.14092140921409213,191,0.5176151761517616,0.2005420054200542
santander-1T2015,2015-04-28,112,0.3660130718954248,52,0.16993464052287582,142,0.46405228758169936,0.19607843137254902
santander-1T2018,2018-04-25,148,0.3645320197044335,32,0.07881773399014778,226,0.5566502463054187,0.2857142857142857
santander-4T2022,2023-02-02,166,0.4356955380577428,27,0.07086614173228346,188,0.49343832020997375,0.3648293963254593
santander-3T2014,2014-11-04,120,0.44609665427509293,43,0.15985130111524162,106,0.3940520446096654,0.2862453531598513
santander-4T2019,2020-01-29,173,0.34122287968441817,49,0.09664694280078895,285,0.5621301775147929,0.2445759368836292
santander-2T2019,2019-07-23,112,0.4057971014492754,28,0.10144927536231885,136,0.4927536231884058,0.30434782608695654
santander-4T2018,2019-01-30,164,0.38317757009345793,29,0.06775700934579439,235,0.5490654205607477,0.31542056074766356
santander-3T2010,2010-10-28,100,0.5434782608695652,10,0.05434782608695652,74,0.40217391304347827,0.4891304347826087
santander-4T2016,2017-01-26,175,0.3923766816143498,39,0.08744394618834081,232,0.5201793721973094,0.30493273542600896
santander-4T2013,2014-01-30,122,0.33424657534246577,56,0.15342465753424658,187,0.5123287671232877,0.18082191780821918
santander-4T2015,2016-01-27,138,0.34673366834170855,51,0.12814070351758794,209,0.5251256281407035,0.2185929648241206
santander-3T2019,2019-10-30,117,0.37261146496815284,30,0.09554140127388536,167,0.5318471337579618,0.2770700636942675
santander-4T2010,2011-02-03,84,0.3088235294117647,28,0.10294117647058823,160,0.5882352941176471,0.20588235294117646
santander-4T2012,2013-01-31,85,0.3601694915254237,39,0.1652542372881356,112,0.4745762711864407,0.19491525423728814
santander-4T2020,2021-02-03,196,0.4083333333333333,49,0.10208333333333333,235,0.4895833333333333,0.30625
gol-3T2017,2017-11-08,127,0.44876325088339225,24,0.08480565371024736,132,0.4664310954063604,0.36395759717314485
gol-1T2016,2016-05-12,120,0.22857142857142856,108,0.2057142857142857,297,0.5657142857142857,0.022857142857142857
gol-3T2022,2022-10-31,102,0.3388704318936877,21,0.06976744186046512,178,0.5913621262458472,0.2691029900332226
gol-4T2011,4T2011,50,0.27932960893854747,24,0.1340782122905028,105,0.5865921787709497,0.1452513966480447
gol-1T2013,2013-05-14,76,0.2889733840304182,31,0.11787072243346007,156,0.5931558935361216,0.17110266159695817
gol-1T2012,2012-05-04,61,0.3279569892473118,29,0.15591397849462366,96,0.5161290322580645,0.17204301075268819
gol-1T2019,2019-04-30,61,0.28773584905660377,23,0.10849056603773585,128,0.6037735849056604,0.1792452830188679
gol-1T2020,2020-05-04,58,0.17313432835820897,46,0.1373134328358209,231,0.6895522388059702,0.03582089552238806
gol-2T2015,2T2015,124,0.3463687150837989,51,0.1424581005586592,183,0.5111731843575419,0.20391061452513967
gol-3T2018,3T2018,116,0.5296803652968036,21,0.0958904109589041,82,0.3744292237442922,0.4337899543378995
gol-2T2012,2012-08-14,109,0.3449367088607595,45,0.14240506329113925,162,0.5126582278481012,0.20253164556962025
gol-2T2022,2T2022,69,0.552,8,0.064,48,0.384,0.488
gol-2T2013,2012-11-14,120,0.3380281690140845,31,0.08732394366197183,204,0.5746478873239437,0.2507042253521127
gol-3T2013,2013-11-13,84,0.39436619718309857,18,0.08450704225352113,111,0.5211267605633803,0.30985915492957744
gol-1T2021,2021-04-29,55,0.21235521235521235,38,0.14671814671814673,166,0.640926640926641,0.06563706563706563
