Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,7.695962905883789,7.937088966369629,7.63568115234375,7.937088966369629,4.131573677062988,7856713
2010-01-05,7.9119720458984375,7.962206840515137,7.75624418258667,7.881831169128418,4.102809906005859,4355949
2010-01-06,7.836619853973389,7.9119720458984375,7.7863850593566895,7.86173677444458,4.092350006103516,10207675
2010-01-07,7.796432018280029,8.148075103759766,7.7863850593566895,8.047606468200684,4.189103603363037,17911904
2010-01-08,8.067700386047363,8.213380813598633,7.937088966369629,7.947135925292969,4.13680362701416,8385032
2010-01-11,7.952159881591797,8.062676429748535,7.711032867431641,7.836619853973389,4.079275608062744,5093884
2010-01-12,7.741174221038818,7.76629114151001,7.5402350425720215,7.6005167961120605,3.956373929977417,9434505
2010-01-13,7.62563419342041,7.690938949584961,7.429718971252441,7.510094165802002,3.909303903579712,9408029
2010-01-14,7.560328960418701,7.610564231872559,7.484976768493652,7.610564231872559,3.961604356765747,4406511
2010-01-15,7.630658149719238,7.630658149719238,7.444788932800293,7.620611190795898,3.9668333530426025,4397553
2010-01-18,7.62563419342041,7.716056823730469,7.62563419342041,7.700985908508301,4.008672714233398,2232120
2010-01-19,7.61558723449707,7.680891990661621,7.545258045196533,7.580422878265381,3.9459152221679688,3243173
2010-01-20,7.5402350425720215,7.5402350425720215,7.304131984710693,7.364412784576416,3.8334710597991943,6972862
2010-01-21,7.344318866729736,7.449811935424805,7.223755836486816,7.409625053405762,3.8570058345794678,8093003
2010-01-22,7.289061069488525,7.741174221038818,7.284038066864014,7.741174221038818,4.029591083526611,11992695
2010-01-26,7.585445880889893,7.866761207580566,7.4749298095703125,7.685915946960449,4.000827312469482,5899701
2010-01-27,7.62563419342041,7.706009864807129,7.5402350425720215,7.585445880889893,3.948528528213501,6462658
2010-01-28,7.61558723449707,7.675868988037109,7.560328960418701,7.610564231872559,3.961604356765747,3571034
2010-01-29,7.63568115234375,7.74619722366333,7.424695014953613,7.53521203994751,3.9223804473876953,7081950
2010-02-01,7.53521203994751,7.560328960418701,7.434741973876953,7.500047206878662,3.9040746688842773,5437272
2010-02-02,7.565351963043213,7.6658220291137695,7.484976768493652,7.595492839813232,3.953758716583252,5911645
2010-02-03,7.585445880889893,7.8416428565979,7.585445880889893,7.8416428565979,4.081888198852539,7676957
2010-02-04,7.821549892425537,7.821549892425537,7.520141124725342,7.53521203994751,3.9223804473876953,7101260
2010-02-05,7.434741973876953,7.585445880889893,7.012770175933838,7.248873233795166,3.773329019546509,16405178
2010-02-08,7.354365825653076,7.384507179260254,7.007747173309326,7.032864093780518,3.66088604927063,5870239
2010-02-09,7.133334159851074,7.183568000793457,7.032864093780518,7.148404121398926,3.7210323810577393,5704617
2010-02-10,7.188591957092285,7.213708877563477,7.007747173309326,7.083098888397217,3.687037467956543,4045008
2010-02-11,7.083098888397217,7.158451080322266,7.047934055328369,7.1534271240234375,3.7236452102661133,1704796
2010-02-12,7.083098888397217,7.138357162475586,6.957511901855469,7.057981014251709,3.673962354660034,6281906
2010-02-17,7.133334159851074,7.163474082946777,6.882160186767578,6.98262882232666,3.634737968444824,24266669
2010-02-18,6.99267578125,7.233802795410156,6.952487945556641,7.233802795410156,3.765484094619751,7501779
2010-02-19,7.178544998168945,7.253897190093994,7.098168849945068,7.1684980392456055,3.7314908504486084,5111601
2010-02-22,7.183568000793457,7.218732833862305,7.042911052703857,7.183568000793457,3.739335536956787,13901931
2010-02-23,7.1534271240234375,7.203661918640137,7.083098888397217,7.183568000793457,3.739335536956787,5117772
2010-02-24,7.158451080322266,7.213708877563477,7.073051929473877,7.183568000793457,3.739335536956787,3872817
2010-02-25,7.073051929473877,7.078074932098389,6.9625349044799805,7.027841091156006,3.6582727432250977,7463957
2010-02-26,7.037888050079346,7.108215808868408,6.997700214385986,7.108215808868408,3.70011043548584,5353266
2010-03-01,7.098168849945068,7.384507179260254,7.098168849945068,7.334272861480713,3.8177831172943115,9457398
2010-03-02,7.258920192718506,7.414648056030273,7.258920192718506,7.384507179260254,3.843932867050171,6733586
2010-03-03,7.409625053405762,7.429718971252441,7.263944149017334,7.284038066864014,3.7916336059570312,8569964
2010-03-04,7.309154987335205,7.379484176635742,7.223755836486816,7.379484176635742,3.841317892074585,5677146
2010-03-05,7.464882850646973,7.520141124725342,7.414648056030273,7.484976768493652,3.8962297439575195,7004514
2010-03-08,7.434741973876953,7.53521203994751,7.359389781951904,7.4749298095703125,3.891000270843506,4021519
2010-03-09,7.409625053405762,7.520141124725342,7.364412784576416,7.4749298095703125,3.891000270843506,6645997
2010-03-10,7.500047206878662,7.565351963043213,7.464882850646973,7.510094165802002,3.909303903579712,5484052
2010-03-11,7.510094165802002,7.630658149719238,7.464882850646973,7.570375919342041,3.940685272216797,4366698
2010-03-12,7.63568115234375,7.63568115234375,7.4749298095703125,7.484976768493652,3.8962297439575195,4542274
2010-03-15,7.284038066864014,7.334272861480713,7.108215808868408,7.133334159851074,3.7149817943573,6537506
2010-03-16,7.203661918640137,7.434741973876953,7.178544998168945,7.434741973876953,3.8719520568847656,10166469
2010-03-17,7.409625053405762,7.52516508102417,7.379484176635742,7.419672012329102,3.864103317260742,3167528
2010-03-18,7.384507179260254,8.087794303894043,7.384507179260254,7.982301235198975,4.1571173667907715,24034559
2010-03-19,7.967229843139648,8.389202117919922,7.7863850593566895,8.389202117919922,4.369027137756348,19118440
2010-03-22,8.238497734069824,8.534882545471191,8.218403816223145,8.529858589172363,4.44227933883667,8111516
2010-03-23,8.48967170715332,8.590141296386719,8.293755531311035,8.48967170715332,4.421350479125977,6961914
2010-03-24,8.34399127960205,8.595165252685547,8.34399127960205,8.509765625,4.431815147399902,11366037
2010-03-25,8.514788627624512,8.65544605255127,8.293755531311035,8.333944320678711,4.340250015258789,12248494
2010-03-26,8.3289213180542,8.41431999206543,8.248544692993164,8.288732528686523,4.316702842712402,11855539
2010-03-29,8.288732528686523,8.41431999206543,8.002394676208496,8.158122062683105,4.248682975769043,6901199
2010-03-30,8.158122062683105,8.509765625,8.143052101135254,8.313850402832031,4.3297834396362305,8405138
2010-03-31,8.238497734069824,8.565024375915527,8.188262939453125,8.41431999206543,4.382108211517334,7620820
2010-04-01,8.434412956237793,8.65544605255127,8.434412956237793,8.514788627624512,4.4344329833984375,5305092
2010-04-05,8.630329132080078,8.64539909362793,8.293755531311035,8.389202117919922,4.369027137756348,6031084
2010-04-06,8.36408519744873,8.419342994689941,8.102864265441895,8.138028144836426,4.238216876983643,8738971
2010-04-07,8.127982139587402,8.203333854675293,7.836619853973389,7.86173677444458,4.094327926635742,12570581
2010-04-08,7.871784210205078,8.112911224365234,7.63568115234375,7.8466668128967285,4.086479187011719,5536
2010-04-09,8.138028144836426,8.163146018981934,7.896902084350586,7.9119720458984375,4.120490074157715,5169330
2010-04-12,7.977276802062988,8.037558555603027,7.831596851348877,7.86173677444458,4.094327926635742,5985498
2010-04-13,7.886855125427246,8.188262939453125,7.866761207580566,8.112911224365234,4.225136756896973,5160372
2010-04-14,8.183239936828613,8.293755531311035,8.057653427124023,8.112911224365234,4.225136756896973,5465539
2010-04-15,8.138028144836426,8.213380813598633,8.007417678833008,8.082770347595215,4.209441184997559,1932128
2010-04-16,8.012441635131836,8.243520736694336,7.982301235198975,8.112911224365234,4.225136756896973,3532614
2010-04-19,8.112911224365234,8.258591651916504,7.987324237823486,8.153099060058594,4.246066570281982,3660414
2010-04-20,8.163146018981934,8.34399127960205,8.122958183288574,8.223427772521973,4.282691478729248,5407213
2010-04-22,8.082770347595215,8.620282173156738,8.082770347595215,8.620282173156738,4.489371299743652,7122759
2010-04-23,8.585118293762207,8.660470008850098,8.338967323303223,8.439436912536621,4.3951897621154785,8003623
2010-04-26,8.439436912536621,8.439436912536621,8.238497734069824,8.369108200073242,4.358563423156738,10193342
2010-04-27,8.313850402832031,8.539905548095703,8.293755531311035,8.389202117919922,4.369027137756348,8676066
2010-04-28,8.338967323303223,8.539905548095703,8.238497734069824,8.41431999206543,4.382108211517334,6909161
2010-04-29,8.514788627624512,8.544930458068848,8.41431999206543,8.48967170715332,4.421350479125977,7696664
2010-04-30,8.529858589172363,8.625306129455566,8.338967323303223,8.47962474822998,4.4161176681518555,28973371
2010-05-03,8.46957778930664,8.610235214233398,7.866761207580566,8.539905548095703,4.447511672973633,5020
2010-05-04,8.46957778930664,8.65544605255127,8.188262939453125,8.313850402832031,4.3297834396362305,12735806
2010-05-05,8.198309898376465,8.595165252685547,8.188262939453125,8.409296035766602,4.379493236541748,10029910
2010-05-06,8.41431999206543,8.534882545471191,8.087794303894043,8.248544692993164,4.295773506164551,9118986
2010-05-07,8.36408519744873,8.504741668701172,8.143052101135254,8.338967323303223,4.34286642074585,11255754
2010-05-10,8.48967170715332,8.866432189941406,8.46957778930664,8.46957778930664,4.410886764526367,10309398
2010-05-11,8.333944320678711,8.755915641784668,8.333944320678711,8.630329132080078,4.494603633880615,7631172
2010-05-12,8.690610885620117,8.961877822875977,8.640376091003418,8.866432189941406,4.6175642013549805,9222301
2010-05-13,8.936760902404785,9.017136573791504,8.831268310546875,8.941783905029297,4.656806945800781,7119972
2010-05-14,8.796104431152344,8.861409187316895,8.660470008850098,8.695633888244629,4.528613090515137,5753388
2010-05-17,8.735821723937988,9.042254447937012,8.695633888244629,9.042254447937012,4.709129810333252,9665421
