Date,return
2017-04-12,0.024692589745384762
2017-04-13,0.0013057972428967308
2017-04-17,-0.006108194784646292
2017-04-18,0.045345641053741725
2017-04-19,0.00041815718350416385
2017-04-20,-0.002511490021672671
2017-04-24,0.014149222438759474
2017-04-25,-0.004140808363835303
2017-04-26,-0.006661133887230588
2017-04-27,-0.008810671280830502
2017-04-28,0.009645683879423205
2017-05-02,0.05836342396940713
2017-05-03,0.003929293158382669
2017-05-04,0.029368425426257356
2017-05-05,0.01286435253798266
2017-05-08,-0.02281469210713835
2017-05-09,-0.007722075665207375
2017-05-10,-0.004272630445941753
2017-05-11,-0.017275676188964098
2017-05-12,0.0
2017-05-15,0.016886334984183706
2017-05-16,0.023856419469061207
2017-05-17,0.007575822817562837
2017-05-18,-0.15389916936129988
2017-05-19,0.012248652298273216
2017-05-22,-0.03540189268427447
2017-05-23,-0.007233297420809207
2017-05-24,0.08310932988836722
2017-05-25,0.047297841764171115
2017-05-26,0.003974507407184284
2017-05-29,0.0
2017-05-30,-0.014382936990256733
2017-05-31,-0.05203486800561901
2017-06-01,-0.025328683958763365
2017-06-02,0.006932430187221132
2017-06-05,0.018820082079164944
2017-06-06,-0.005523747588910441
2017-06-07,0.0042517233937783
2017-06-08,-0.02883781009827613
2017-06-09,0.010857870151941942
2017-06-12,-0.019629805957045336
2017-06-13,0.02823204235491554
2017-06-14,-0.01946010654981198
2017-06-15,0.0
2017-06-16,-0.014515316593985042
2017-06-19,0.0013283458492890866
2017-06-20,0.015368046592671299
2017-06-21,0.0021762461790469463
2017-06-22,-0.008733713431011871
2017-06-23,0.02212192763843295
2017-06-26,0.0017145703153686974
2017-06-27,-0.004291868418574072
2017-06-28,-0.007338693699096827
2017-06-29,0.0021640016257497255
2017-06-30,0.013740087467001127
2017-07-03,0.013132976700498795
2017-07-04,0.006711428144458959
2017-07-05,0.01452610632782938
2017-07-06,-0.004128840727859521
2017-07-07,0.034962935004636146
2017-07-10,0.010729232701181094
2017-07-11,-0.013529858756319603
2017-07-12,0.0
2017-07-13,0.005194859638507851
2017-07-14,0.004771338423836194
2017-07-17,0.025843323754558112
2017-07-18,0.008084705494723825
2017-07-19,0.015975998859105882
2017-07-20,-0.019048194970694474
2017-07-21,0.009569451016150672
2017-07-24,0.003042981572980012
2017-07-25,0.00756722342088625
2017-07-26,0.006387399949215789
2017-07-27,-0.0037523638520943715
2017-07-28,0.00037587779790159836
2017-07-31,0.025599566317891592
2017-08-01,-0.003669672893217677
2017-08-02,0.008055675565392101
2017-08-03,0.022359417900562065
2017-08-04,-0.008596101564424193
2017-08-07,-0.006495814886591118
2017-08-08,0.0028922623700983353
2017-08-09,0.010772069438970999
2017-08-10,-0.018382216324053152
2017-08-11,-0.017985427846821757
2017-08-14,0.018349138668196617
2017-08-15,-0.010601485524094676
2017-08-16,0.006958480323340982
2017-08-17,-0.02963176934315148
2017-08-18,0.003752363852094247
2017-08-21,-0.018904154093837645
2017-08-22,0.018904154093837517
2017-08-23,-0.026567055959232755
2017-08-24,0.0038387909228639093
2017-08-25,0.011428666758313737
2017-08-28,-0.011428666758313865
2017-08-29,0.0076335812302677835
2017-08-30,-0.005719734251434089
2017-08-31,0.015180543028818442
2017-09-01,0.012724728630687932
2017-09-04,0.010726972368265166
2017-09-05,0.004771495979275252
2017-09-06,0.01922092501687932
2017-09-07,0.0
2017-09-08,-0.007209864129820584
2017-09-11,0.009362698337284927
2017-09-12,-0.05374863997223385
2017-09-13,0.05410700689875412
2017-09-14,0.03173748847811594
2017-09-15,0.04047485110294913
2017-09-18,-0.006353491887560136
2017-09-19,0.007685967598280572
2017-09-20,0.008947816076986996
2017-09-21,0.0026359133948783073
2017-09-22,-0.017928734226574684
2017-09-25,-0.015190191248690988
2017-09-26,-0.017845376404178413
2017-09-27,-0.0038160914906943655
2017-09-28,-0.018239735882152507
2017-09-29,0.03307527780984923
2017-10-02,-0.01657501513054588
2017-10-03,0.040264747366702915
2017-10-04,0.0
2017-10-05,0.0073309631562309035
2017-10-06,-0.0019940642362466
2017-10-09,-0.001997984896285131
2017-10-10,0.01324521420167451
2017-10-11,-0.01825774324566359
2017-10-12,0.0
2017-10-13,-0.02201611721586719
2017-10-16,-0.016923273158123434
2017-10-17,-0.009097274854983692
2017-10-18,0.016039363361031168
2017-10-19,-0.01428346347561833
2017-10-20,0.02768340270952723
2017-10-23,-0.008224850219752389
2017-10-24,0.030834218653097073
2017-10-25,0.0010005232446786724
2017-10-26,-0.013423007444650008
2017-10-27,0.011421022611572509
2017-10-30,-0.049291309554473084
2017-10-31,-0.039361087802832914
2017-11-01,-0.0014608844092514279
2017-11-02,0.0
2017-11-03,-0.020680256013599917
2017-11-06,0.0014914587396532666
2017-11-07,-0.03565036381164243
2017-11-08,0.0415939120273977
2017-11-09,0.007380135346866832
2017-11-10,-0.004052339621564196
2017-11-13,-0.010762802680711083
2017-11-14,-0.013523823866584354
2017-11-15,0.0
2017-11-16,0.009785558798378547
2017-11-17,0.001122919044648013
2017-11-20,0.0
2017-11-21,0.04641799714984108
2017-11-22,-0.004294954384509546
2017-11-23,-0.0025139067486188425
2017-11-24,0.010017997506183896
2017-11-27,-0.004638761926833067
2017-11-28,0.006772456412950753
2017-11-29,-0.014311500841933607
2017-11-30,-0.03222538633194415
2017-12-01,0.002972871803948092
2017-12-04,0.011070195444805593
2017-12-05,-0.006627428756622269
2017-12-06,-0.0025892263483018032
2017-12-07,-0.0003704474546616575
2017-12-08,-0.0033401461229045477
2017-12-11,-0.007462678446048052
