Returns,nxt_return,first_return_week,remaining_return_week,first_return_month,remaining_return_month
0.006459704313589818,,,,,
-0.008705505000678135,,,,,
-0.010295057443854859,,,,,
-0.015259796337963337,,-0.027800654468906668,,,
-0.008751643191024424,,,,,
-0.009350704503047664,,,,,
0.003126683777850401,,,,,
-0.01388374537301968,,,,,
-0.017026153458944246,,,-0.03713391955716129,,
0.008815339051697842,,,,,
-0.002663162432770834,,,,,
-0.026754805256537645,,,,,
-0.01852152693294578,,,,,
0.011374833019457138,,,-0.036564661602797095,,
0.0024795723703966697,,,,,
-0.014412544996244244,,,,,
0.02943403845811266,,,,,
-0.0208169580126703,,,,,
0.018646016647304482,,,0.012850552096502458,,
0.01322367762587687,,,,,
-0.0042986666344517,,,,-0.07718040430986724,
-0.03926382579658279,,,,,
-0.025813344570962,,,,,
-0.0028777485679030487,,,-0.07225358556989954,,
0.04369978347712332,,,,,
0.005501928728683902,,,,,
0.017405989902755572,,,,,
-0.00026962576515965727,,,,,
0.02134547952536341,,,0.04398377239164312,,
0.003162945052035423,,,,,
-0.015915433362942467,,,,,
-0.02107616555896421,,,,,
-0.016797934613706787,,,,,
-0.011170124470419136,,,-0.06495965800603257,,
-0.00028083334224677104,,,,,
0.02496655816763777,,,,,
0.0016425138435362519,,,,,
0.01600902758534887,,,,,
0.0,,,0.04261809959652257,,
-0.0013467355829413568,,,,,
0.005376211983795878,,,,,
-0.0005362281417865816,,,,,
0.01226352343106286,,,,,0.05528978772031072
0.00423058569018476,,,0.021334092963257004,,
0.0026350343714410013,,,,,
-0.016182882685562443,,,,,
0.00586666583016745,,,,,
0.006361114961056756,,,,,
-0.009290116379313776,,,-0.013245218273652059,,
-0.008032249152881768,,,,,
-0.004040330184577625,,,,,
0.014735741770230303,,,,,
-0.008278967085242015,,,,,
-0.021412910254518427,,,-0.01899646575410785,,
0.011982797382612816,,,,,
0.017709079957147482,,,,,
0.014783756143365037,,,,,
0.010168282182409626,,,,,
0.011605431306115526,,,0.05426654958903764,,
0.005115243456747514,,,,,
0.006357212518245568,,,,,
-0.01275526704280027,,,,,
-0.009026507239595477,,,,,
0.0351270335890056,,,0.019702471824855447,,
0.0029970560345231804,,,,,0.05642521947857597
-0.013810681087440388,,,,,
-0.0030386865567599893,,,,,
0.005563927819766478,,,,,
-0.0015144126913535431,,,-0.01279985251578739,,
-0.03182189586065277,,,,,
-0.011539678164329695,,,,,
0.008928666532555033,,,,,
-0.009192459470361188,,,,,
0.0013183272416684606,,,-0.010485143860467361,,
-0.012995823803448329,,,,,
-0.03393832332245205,,,,,
0.02508989125864387,,,,,
0.017883932499506736,,,,,
-0.0026489947640679665,,,0.006386505671630272,,
0.0026489947640680233,,,,,
-0.02681129913052344,,,,,
-0.003266133487979742,,,,,
-0.012068250009572382,,,,,
-0.002763182193723386,,,-0.04490886482179903,,
0.04199460753498226,,,,,
-0.013892822625005002,,,,,
-0.0018850169253537183,,,,,-0.06394863135439241
-0.014935826984133347,,,,,
-0.016552139969104696,,,-0.04726580650359685,,
-0.0013917816960825134,,,,,
-0.02567495907831266,,,,,
-0.05251244943791788,,,,,
-0.0009040051748188607,,,,,
0.009899588619235952,,,-0.06919182507181353,,
-0.017465094167567124,,,,,
-0.024912850588024563,,,,,
0.03308113910293864,,,,,
0.01791625022254257,,,,,
0.0,,,0.026084538737456666,,
0.02657475556514077,,,,,
-0.020379123990583392,,,,,
0.027843988332000996,,,,,
-0.02051798501530513,,,,,
-0.03083553140482052,,,-0.043888652078707964,,
0.01790562252251893,,,,,
-0.009211170578841243,,,,,
0.026511121165179213,,,,,
0.014716720802705578,,,,,
-0.016171259172383913,,,0.01584541221665954,,-0.0620791639414997
0.024159899471520724,,,,,
0.0031210965122873318,,,,,
-0.004542895450187942,,,,,
0.004542895450187867,,,,,
0.004240205502052365,,,0.0073613020143397144,,
-0.004240205502052315,,,,,
0.004804230863153223,,,,,
-0.03208522684696125,,,,,
0.007251626900916623,,,,,
-0.002604557331924725,,,-0.022633926414816024,,
-0.04201801290703683,,,,,
-0.01799103635533553,,,,,
0.044826274849465234,,,,,
0.009370523330759377,,,,,
-0.024488604595814725,,,0.011717157229074434,,
0.023613858671001343,,,,,
0.056980126259645276,,,,,
0.022074792103956967,,,,,
0.0034978297086572943,,,,,
0.003218019382575217,,,0.08577076745483482,,
-0.007255146333933103,,,,,
-0.002159745967529967,,,,,0.050156048243881785
-0.025456517482718998,,,,,
0.022750169718484432,,,,,
0.008365925062024573,,,0.0034998313302597333,,
-0.0032302055651002907,,,,,
0.026866908021585083,,,,,
0.010443964101803234,,,,,
0.002334945312554596,,,,,
-0.0023349453125546503,,,0.037310872123388364,,
0.023107627564863932,,,,,
0.0007611165869211197,,,,,
0.004049515128413118,,,,,
0.0030265354044426737,,,,,
-0.03094479468464097,,,-0.023107627564864005,,
-0.017291502416373408,,,,,
0.0018481876715890954,,,,,
0.011539678164329641,,,,,
0.0039036365804545454,,,,,
-0.0046862531496148436,,,0.012605249266758408,,
-0.022431342851348363,,,,,
0.004792305619945536,,,,,
0.0015923839854805526,,,,,
0.004761820247651813,,,,,0.0492256751909116
0.006576457858819663,,,0.017722967711897575,,
-0.0023625847653878144,,,,,
-0.011896916097577051,,,,,
-0.0021300207820437803,,,,,
-0.0069536416476667215,,,,,
-0.017325880651314834,,,-0.03830645917860255,,
-0.0005463680846289375,,,,,
-0.025177735908349312,,,,,
0.04143823548835111,,,,,
-0.012170474897209635,,,,,
0.028699823303209526,,,0.0327898479860019,,
0.012872854390189922,,,,,
-0.010759769741097016,,,,,
-0.0013200675228972304,,,,,
-0.009290116379313776,,,,,
-0.001334274931024281,,,-0.02270422857433227,,
-0.004817901687902862,,,,,
-0.0021489009217729965,,,,,
0.034618369125501376,,,,,
0.01418462053038656,,,,,
0.005872622620599718,,,0.052526711354714664,,
-0.009721285437514118,,,,,0.01973058600253779
-0.005154624913446947,,,,,
0.0077220076798345015,,,,,
-0.015764535495070103,,,,,
0.00674976609472997,,,-0.006447386633952766,,
0.007731958332532973,,,,,
-0.007731958332532949,,,,,
0.0012927617205056052,,,,,
0.00900328773036148,,,,,
0.01801844926323696,,,0.020582540381571198,,
0.017699739897774867,,,,,
0.008121016583697094,,,,,
0.0012247875300095518,,,,,
0.02466275100816538,,,,,
-0.008876118391181973,,,0.02513243673069034,,
0.001925782037849014,,,,,
0.021649498845202963,,,,,
-0.00755971066092637,,,,,
0.011552659812023448,,,,,
-0.007293234423340326,,,0.018349213572959547,,
0.009868512853168546,,,,,
0.005363207067910874,,,,,
-0.020202790702426573,,,,,0.08515783845152514
0.009682480815475214,,,,,
-0.012772230285108876,,,-0.017929333104149275,,
0.009004848637066867,,,,,
0.002591556835632382,,,,,
-0.002355701870785402,,,,,
-0.02049152436333154,,,,,
-0.009675938566736169,,,-0.029931607965220833,,
0.008712583968326122,,,,,
0.01862062965408804,,,,,
-0.0030793986828020533,,,,,
0.026224901385601667,,,,,
0.005071355750454869,,,0.04683748810734234,,
0.0009194454720208213,,,,,
-0.02724586027108936,,,,,
0.011501086948376186,,,,,
-0.020036029689108704,,,,,
0.0,,,-0.03578080301182176,,
-0.020445694209968442,,,,,
-0.0012158529521317716,,,,,
0.009926276129850498,,,,,
0.010067264213070266,,,,,
-0.015623466578298053,,,0.0031542208124910745,,-0.03030174847487282
-0.02675990707304401,,,,,
0.008670888971398491,,,,,
-0.001728075799108493,,,,,
-0.00918469789541281,,,,,
-0.012547207892383866,,,-0.014789092615506526,,
-0.008877684982388905,,,,,
0.019177970809282376,,,,,
0.003493076569711493,,,,,
-0.015562605523007337,,,,,
-0.009148716908307307,,,-0.0020402750523205683,,
0.00331339917398134,,,,,
-0.009459433029729984,,,,,
-0.013968105028354064,,,,,
0.0,,,,,
0.002861195015210675,,,-0.02056634304287348,,
0.004405853616101887,,,,,
-0.005705335313490507,,,,,
-0.008095146591677073,,,,,
0.009394628289065671,,,,,
-0.022059687740833254,,,-0.02646554135693515,,
0.02283858977700724,,,,,
0.02308984211561123,,,,,-0.01909125236732321
-0.002539460265229311,,,,,
-0.017440712807036438,,,,,
-0.0005176639580849068,,,0.002592005085260714,,
0.022018278897468727,,,,,
0.007568277235641395,,,,,
-0.002768416438825825,,,,,
0.008032197378051076,,,,,
0.01488859193865162,,,0.027720650113518434,,
-0.023929379361432638,,,,,
-0.024774603154887217,,,,,
0.007984638768849521,,,,,
0.0061380621314409975,,,,,
0.02592315349170519,,,0.015271251237108168,,
-0.004731562363050607,,,,,
-0.011296771819887669,,,,,
-0.014238753294772666,,,,,
-0.012886711356642426,,,,,
-0.010954739407203448,,,-0.04937697587850629,,
-0.024692710504223732,,,,,
0.00026887417939518653,,,,,
0.007229890335861405,,,,,
-0.014241785411992988,,,,,-0.06242184552097543
0.004051360988572313,,,-0.0026916599081641527,,
-0.022074792103956933,,,,,
-0.019477607555277183,,,,,
0.014228253898695153,,,,,
-0.009463014418069585,,,,,
-0.010400492496507324,,,-0.02511286057115903,,
-0.028082171445712758,,,,,
0.01012009325692855,,,,,
0.02948059413894482,,,,,
-0.02374337251973095,,,,,
-0.005737221619213932,,,0.01012009325692855,,
0.038102529328242006,,,,,
0.007449372957552223,,,,,
0.017439070329257775,,,,,
0.022172783689207814,,,,,
0.009466153002685895,,,0.0565273799787036,,
-0.004459013084230974,,,,,
-0.015631531228792794,,,,,
-0.022139093533392967,0.004901993761290082,,,,
0.004901993761290082,,,,,
-0.009279579820099613,,,-0.04214821082099518,,
-0.004396712640507321,,,,,-0.021523758102688167
0.018824714892457423,,,,,
-0.02185886300581617,,,,,
0.003584697293255595,,,,,
0.02420242690672204,,,0.024752976086619183,,
