Date,return
2011-05-03,-0.009160267792211635
2011-05-04,0.010982393955054792
2011-05-05,-0.0060865109633972654
2011-05-06,-0.007352993048527637
2011-05-09,-0.009888857554899265
2011-05-10,0.0
2011-05-11,0.018462159843428205
2011-05-12,0.0012186231922685093
2011-05-13,-0.004272193008455055
2011-05-16,0.0
2011-05-17,-0.015408590027241547
2011-05-18,-0.018809432644883346
2011-05-19,0.0018970162403690277
2011-05-20,0.006924894185887719
2011-05-23,-0.0037711756509091103
2011-05-24,-0.013312458520604089
2011-05-25,-0.030452787076846025
2011-05-26,0.0342744055529708
2011-05-27,0.004440105269131671
2011-05-30,0.009449093437531223
2011-05-31,0.0031298242884570974
2011-06-01,0.012422551468311043
2011-06-02,0.012270123294012251
2011-06-03,0.018127282734794276
2011-06-06,0.0
2011-06-07,-0.0005990077367066638
2011-06-08,-0.006612383924832763
2011-06-09,0.03088129170570873
2011-06-10,0.0029195507274090023
2011-06-13,0.00870832679207446
2011-06-14,-0.010459110409853757
2011-06-15,-0.0135256507827434
2011-06-16,-0.005342785422073771
2011-06-17,-0.018018600843775084
2011-06-20,-0.018349036134013324
2011-06-21,0.024391317235480343
2011-06-22,-0.021309718246689594
2011-06-24,-0.003081598988790755
2011-06-27,-0.012422551468310982
2011-06-28,0.014888549709263588
2011-06-29,0.011022748245328203
2011-06-30,-0.010407147497490027
2011-07-01,-0.003081598988790755
2011-07-04,0.012270123294012251
2011-07-05,0.022310125632800926
2011-07-06,-0.004182842898006568
2011-07-07,-0.01812728273479442
2011-07-08,-0.006116192231658703
2011-07-11,-0.04710466614009881
2011-07-12,0.02539835932097719
2011-07-13,-0.012618495455458975
2011-07-14,-0.04879015381138759
2011-07-15,-0.03390169418809475
2011-07-18,-0.04442027054862525
2011-07-19,0.06489891060096097
2011-07-20,-0.033668474507580815
2011-07-21,0.002094104464854965
2011-07-22,0.03830847398401106
2011-07-25,-0.025145826170819844
2011-07-26,0.06074619114506034
2011-07-27,-0.03291961001775158
2011-07-28,-0.05432756086301919
2011-07-29,-0.02867564066307419
2011-08-01,0.01730389120570117
2011-08-02,-0.0007150829013433845
2011-08-03,-0.03864870389807824
2011-08-04,-0.08937959861798274
2011-08-05,-0.038115728252836475
2011-08-08,-0.07358855131224244
2011-08-09,0.018018627327426154
2011-08-10,0.004454470761653118
2011-08-11,0.10455998667582765
2011-08-12,0.05453066274361786
2011-08-15,0.014302156653390661
2011-08-16,-0.01809996536923561
2011-08-17,0.006069775067346735
2011-08-18,0.003774931481191052
2011-08-19,-0.032940544337517114
2011-08-22,-0.004683798013035357
2011-08-23,-0.004705775127022376
2011-08-24,-0.017447088131896948
2011-08-25,-0.016129160166666656
2011-08-26,-0.033061013284745484
2011-08-29,0.020790722561404244
2011-08-30,0.01632693623239241
2011-08-31,0.03968772282452511
2011-09-01,0.083568339571649
2011-09-02,0.016329920534561868
2011-09-05,-0.004234257176590985
2011-09-06,0.03815917271725599
2011-09-08,-0.0068305898209754115
2011-09-09,-0.013108048640661922
2011-09-12,0.010362784699647373
2011-09-13,-0.0208341966655201
2011-09-14,-0.017699536212380417
2011-09-15,-0.0007145719231575171
2011-09-16,-0.013674320899628941
2011-09-19,0.002171647881823791
2011-09-20,-0.02415037333480001
2011-09-21,-0.03007759499182234
2011-09-22,-0.07199611855760606
2011-09-23,-0.007410543261289409
2011-09-26,0.006589826504605878
2011-09-27,0.025132896441140695
2011-09-28,-0.01532880519982801
2011-09-29,-0.012270290723341204
2011-09-30,-0.03432727429792684
2011-10-03,-0.04530396074929983
2011-10-04,-0.002677421234903628
2011-10-05,0.022969196853562017
2011-10-06,0.013015578453807653
2011-10-07,-0.03509148053955083
2011-10-10,0.03509148053955088
2011-10-11,0.004300917420208159
2011-10-13,0.0279323828687616
2011-10-14,0.02147067416140222
2011-10-17,-0.023977824489847383
2011-10-18,0.0
2011-10-19,0.04098931355618468
2011-10-20,0.0016052062395003452
2011-10-21,0.0
2011-10-24,0.0055976916343825995
2011-10-25,0.0
2011-10-26,-0.009615548886117323
2011-10-27,0.01438877498124983
2011-10-28,0.027398949692736645
2011-10-31,0.034158976158705404
2011-11-01,-0.045809528422189404
2011-11-03,0.026976624528583144
2011-11-04,-0.012241896090545367
2011-11-07,0.01981770885915096
2011-11-08,-0.01520951937984578
2011-11-09,-0.03509131534659555
2011-11-10,0.007905199896965838
2011-11-11,-0.06927406924349386
2011-11-14,-0.039592191591889966
2011-11-16,-0.030305282287306428
2011-11-17,0.004514508111006803
2011-11-18,0.005391082526223604
2011-11-21,-0.06096085599568814
2011-11-22,-0.049790676867349504
2011-11-23,-0.01512879770460959
2011-11-24,0.016129341476663984
2011-11-25,-0.003004639597132207
2011-11-28,0.03256328028332324
2011-11-29,0.0
2011-11-30,0.05661919624371672
2011-12-01,0.07848866202875739
2011-12-02,-0.025774410074415274
2011-12-05,-0.025563415230047973
2011-12-06,-0.027150836724294098
2011-12-07,-0.013857258816860911
2011-12-08,-0.03309999986335737
2011-12-09,0.014320286097962227
2011-12-12,-0.006657392397191614
2011-12-13,-0.007662893700770478
2011-12-14,-0.04423292824120916
2011-12-15,0.01496278745050635
2011-12-16,0.0388396956363083
2011-12-19,-0.03390160257297649
2011-12-20,0.023370004795181976
2011-12-21,-0.05846129590496972
2011-12-22,-0.07961753323394756
2011-12-23,0.027249579936359465
2011-12-26,0.011758714222836324
2011-12-27,-0.01606925326644974
2011-12-28,0.0
2011-12-29,0.029789519534787926
2012-01-02,-0.025478980491174474
2012-01-03,-0.006472355034252276
