Date,event,Open,High,Low,Close,Adj Close,Volume,WClose,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2010-01-04,0,13.077716827392578,13.460997581481934,13.059971809387209,13.37937355041504,7.0837016105651855,10148480,,,,,,,,0,0,0
2010-01-05,0,13.45035171508789,13.500036239624023,13.116754531860352,13.308395385742188,7.04884147644043,11964815,,-0.0049333236928914,,,,,,0,0,0
2010-01-06,0,13.272906303405762,13.361628532409668,13.116754531860352,13.20192813873291,6.992444515228272,10527189,,-0.008033062572815,,,0.0021918463819015,,,-1,0,0
2010-01-07,0,13.13094997406006,13.223221778869627,13.031580924987791,13.166439056396484,6.973650932312012,6204166,,-0.0026913168867616,,,0.0026823255649067,,,-1,0,0
2010-01-08,0,13.233867645263672,13.233867645263672,13.02448272705078,13.152243614196776,6.966133117675781,6735315,,-0.0010786128878507,,,0.0030137629111601,,,-1,0,0
2010-01-11,0,13.169987678527832,13.255162239074709,12.964152336120604,13.162890434265137,6.971767902374268,9172123,,0.0008085557498742,,,0.003434727868809,,,1,0,0
2010-01-12,0,13.028032302856444,13.280003547668455,12.925113677978516,13.20192813873291,6.992444515228272,9410225,,0.002961374024738,-0.0129663862657066,,0.0039667788532816,,,1,0,0
2010-01-13,0,13.205476760864258,13.297748565673828,13.052873611450195,13.272906303405762,7.030042171478272,8803277,,0.0053624934275272,-0.0026705691452878,,0.0046042429675133,0.0072802421037046,,1,-1,0
2010-01-14,0,13.21967315673828,13.301298141479492,12.95350456237793,12.988993644714355,6.879669189453125,10364321,,-0.0216221367314799,-0.0162596433039527,,0.0084193730667832,0.0070888683698076,,-1,-1,0
2010-01-15,0,12.988993644714355,13.052873611450195,12.744118690490724,12.804450988769531,6.781922817230225,11451981,2.43130093047939,-0.0143099047544765,-0.0278782311716675,,0.0086396387792571,0.0103854596109263,,-1,-1,0
2010-01-18,0,12.87897777557373,13.013835906982422,12.847038269042969,12.91801643371582,6.84207010269165,5032255,2.2934451403142013,0.008829669332134,-0.0179699489516829,,0.0092210806310688,0.0090953260522494,,1,-1,0
2010-01-19,0,12.825743675231934,13.166439056396484,12.779607772827148,13.03512954711914,6.904097557067871,9328791,2.220092348263539,0.0090247517566144,-0.0097537529449427,,0.0095246805004976,0.0084721520735162,,1,-1,0
2010-01-20,0,11.800110816955566,11.82850170135498,11.356496810913086,11.569432258605955,6.127791881561279,13172793,2.246256882864896,-0.1192806142198203,-0.131995741189501,,0.0349595224486869,0.0450466936348314,,-1,-1,0
2010-01-21,0,11.651056289672852,11.66525173187256,11.136465072631836,11.27842140197754,5.973654747009277,13617437,2.386403352361562,-0.0254755444512158,-0.1628337790682442,,0.0336767518860187,0.0624508475562418,,-1,-1,0
2010-01-22,0,11.196797370910645,11.36004638671875,11.11162281036377,11.27842140197754,5.973654747009277,12115002,2.480073375644675,0.0,-0.1412116423367642,,0.0325447541575104,0.0661990001083183,,0,-1,0
2010-01-26,0,11.072585105895996,11.388437271118164,11.005155563354492,11.335204124450684,6.00372838973999,10675685,2.4806180614127245,0.0050217490059378,-0.1218799885763497,,0.031673646097461,0.0655840459749446,,1,-1,0
2010-01-27,0,11.285518646240234,11.30681324005127,11.0193510055542,11.083231925964355,5.870276927947998,13961487,2.5400818359998216,-0.0224788649803793,-0.1531885228888632,,0.0307332729571264,0.0677164917452182,,-1,-1,0
2010-01-28,1,11.24648094177246,11.310361862182615,11.012252807617188,11.271324157714844,5.969900131225586,10510564,2.54324545412088,0.0168283892769629,-0.1453848853685148,,0.0305535789904572,0.0678978528087024,,1,-1,0
2010-01-29,0,11.32100772857666,11.431023597717283,11.0193510055542,11.11872100830078,5.889070510864258,13739728,2.578617281823617,-0.0136320216188338,-0.0397362927675284,,0.0296532620010612,0.0658978076225851,,-1,-1,0
