Date,event,Open,High,Low,Close,Adj Close,Volume,WClose,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2019-12-18,0,37.04711151123047,38.9969596862793,35.98719024658203,36.75713348388672,35.05451202392578,3867601,,,,,,,,0,0,0
2019-12-19,0,36.94711685180664,39.176944732666016,36.55714797973633,38.84696960449219,37.04754638671875,5180104,,0.0552977889058551,,,,,,0,0,0
2019-12-20,0,39.04695510864258,39.89688873291016,38.656982421875,39.036956787109375,37.22873306274414,6574112,,0.004878732126929,,,0.0356516569494082,,,1,0,0
2019-12-23,0,39.37692642211914,40.19686508178711,39.116947174072266,39.84688949584961,38.00114822387695,3142545,,0.0205355183916604,,,0.0258057864761572,,,1,0,0
2019-12-26,0,39.89688873291016,39.98688125610352,39.116947174072266,39.43692398071289,37.61017227172852,1778438,,-0.0103418227392432,,,0.0281206712173711,,,-1,0,0
2019-12-27,0,39.50691986083984,39.85689163208008,38.397003173828125,38.866966247558594,37.08169555664063,3110842,,-0.0141510863102493,,,0.0281888427306086,,,-1,0,0
2019-12-30,0,39.14694595336914,39.53691482543945,38.25701522827149,38.66698455810547,36.89090347290039,4234330,,-0.0051584643319454,0.0510606660430066,,0.026086929141335,,,-1,0,0
2020-01-02,0,38.87696838378906,39.07695007324219,37.49707412719727,38.32701110839844,36.56654357910156,10509319,,-0.0088312898127505,-0.0130684126755989,,0.0246995375970109,0.0453461064331719,,-1,-1,0
2020-01-03,0,38.49699783325195,40.996803283691406,38.35700988769531,40.996803283691406,39.11370468139648,55887558,,0.0673391964463854,0.0493920516438574,,0.0315075304813971,0.0365527760330006,,1,1,0
2020-01-06,0,41.19678497314453,43.32661819458008,39.496917724609375,40.12686920166016,38.283729553222656,71297860,57.29134475467392,-0.0214479188558543,0.0074086143963427,,0.0317154104160688,0.0317595810584463,,-1,1,0
2020-01-07,0,40.19686508178711,40.8568115234375,39.266937255859375,40.776817321777344,38.90382385253906,23489732,64.33532439412424,0.0160675552604127,0.0338179923959988,,0.0299673741447663,0.0278744535470347,,1,1,0
