Date,event,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2010-01-04,0,9.4399995803833,9.6899995803833,9.380000114440918,9.670000076293944,6.445901870727539,1350500,,,,,,,0,0,0
2010-01-05,0,9.65999984741211,9.75,9.520000457763672,9.579999923706056,6.385910034179688,1985400,-0.0093507333360672,,,,,,0,0,0
2010-01-06,0,9.59000015258789,9.880000114440918,9.59000015258789,9.729999542236328,6.485896587371826,3287100,0.0155362651323944,,,0.0175977653804285,,,1,0,0
2010-01-07,0,9.6899995803833,9.949999809265137,9.609999656677246,9.949999809265137,6.632546901702881,2313200,0.0223586828498817,,,0.0166902923438288,,,1,0,0
2010-01-08,0,9.979999542236328,10.0600004196167,9.81999969482422,9.960000038146973,6.639211654663086,2876500,0.001004543425356,,,0.0142764290419365,,,0,0,0
2010-01-11,0,9.979999542236328,10.039999961853027,9.710000038146973,9.8100004196167,6.539225101470947,2355600,-0.0151747590748702,,,0.0159584029433577,,,-1,0,0
2010-01-12,0,9.720000267028809,9.75,9.510000228881836,9.550000190734863,6.365912914276123,3319700,-0.0268611418867783,-0.0124871428900836,,0.0187378637415105,,,-1,0,0
2010-01-13,0,9.619999885559082,9.890000343322754,9.56999969482422,9.869999885559082,6.579221248626709,2869900,0.03295866738569,0.0298222578316736,,0.0216330400149053,0.0299172641582936,,1,1,0
2010-01-14,0,9.779999732971191,10.600000381469728,9.770000457763672,10.600000381469728,7.065828323364258,12483800,0.0713541952551654,0.0856401879544445,,0.0314079730466365,0.0492183904844795,,1,1,0
2010-01-15,0,10.479999542236328,10.710000038146973,10.020000457763672,10.130000114440918,6.752533435821533,5932700,-0.0453527075479112,0.0179287975566515,,0.0349573268824996,0.0410143430109836,,-1,1,0
2010-01-18,0,10.199999809265137,10.449999809265137,10.100000381469728,10.329999923706056,6.88585090637207,2167100,0.01955094618806,0.0364752003193556,,0.0332706277165348,0.0356292392231223,,1,1,0
2010-01-19,0,10.15999984741211,10.59000015258789,10.130000114440918,10.449999809265137,6.965840816497803,3931200,0.0115496844128,0.0631996438070258,,0.0315985167717049,0.0343989422071057,,1,1,0
2010-01-20,0,10.289999961853027,10.350000381469728,9.850000381469728,10.010000228881836,6.672542572021484,3956700,-0.0430173439662325,0.0470434417275716,,0.0334157066165678,0.0316412774203802,,-1,1,0
2010-01-21,0,10.09000015258789,10.09000015258789,9.369999885559082,9.380000114440918,6.252591609954834,3797300,-0.0650048409737897,-0.0509200666319081,,0.0371220153998265,0.0430308299219963,,-1,-1,0
2010-01-22,0,9.43000030517578,9.609999656677246,9.34000015258789,9.579999923706056,6.385910034179688,2945800,0.0210978088002343,-0.1011764530868391,,0.0362116819870676,0.0587210714536139,,1,-1,0
2010-01-26,0,9.5,9.5,9.149999618530272,9.279999732971191,6.1859331130981445,2919100,-0.0318160659954392,-0.087639811534367,,0.0358092605757894,0.0638324205364236,,-1,-1,0
2010-01-27,0,9.359999656677246,9.359999656677246,9.109999656677246,9.149999618530272,6.099276542663574,3047000,-0.0141076804267043,-0.1212984381491314,,0.0347114743272678,0.0711821707293363,,-1,-1,0
2010-01-28,0,9.3100004196167,9.420000076293944,9.1899995803833,9.289999961853027,6.192599296569824,1929400,0.0151847111227583,-0.1176634114391729,,0.0339119133719846,0.0748296274857454,,1,-1,0
2010-01-29,0,9.390000343322754,9.479999542236328,9.229999542236328,9.34000015258789,6.22592830657959,2517400,0.0053677198582774,-0.0692783476146628,,0.0329497477887326,0.0730641322830501,,1,-1,0
2010-02-01,0,9.399999618530272,9.609999656677246,9.300000190734863,9.470000267028809,6.312585353851318,1294900,0.013822666817542,0.0095491601766688,,0.0322246595987525,0.0706885864797036,,1,1,0
2010-02-02,0,9.56999969482422,9.609999656677246,9.359999656677246,9.420000076293944,6.2792558670043945,2121300,-0.0052938387079099,-0.0168424873314755,,0.0313791964949862,0.0681202865109893,,-1,-1,0
2010-02-03,0,9.420000076293944,9.600000381469728,9.350000381469728,9.600000381469728,6.399242401123047,1834300,0.0189280415228034,0.033901620186767,,0.0309018502755772,0.067134906117951,,1,1,0
2010-02-04,0,9.5,9.579999923706056,9.149999618530272,9.170000076293944,6.112608909606934,1767300,-0.0458258436218961,0.0021834569915752,-0.0530910227666355,0.0316776078805594,0.0651502204681724,,-1,0,0
2010-02-05,0,9.100000381469728,9.109999656677246,8.569999694824219,9.010000228881836,6.005954265594482,2367300,-0.017602197564988,-0.0306034516961711,-0.0613424869955563,0.0311109172638139,0.0633146947960087,0.005834666310988,-1,-1,-1
2010-02-08,0,9.119999885559082,9.239999771118164,8.729999542236328,8.800000190734863,5.865971088409424,3366800,-0.0235833538647588,-0.0595545254192075,-0.1004621059927096,0.030713744273329,0.0623488224376229,0.0253062929539117,-1,-1,-1
2010-02-09,0,8.979999542236328,9.229999542236328,8.930000305175781,9.050000190734863,6.032618045806885,3747000,0.0280130356289332,-0.0453641566078163,-0.0948077532136582,0.0307382201439149,0.0609939101678545,0.0236900684640968,1,-1,-1
2010-02-10,0,9.109999656677246,9.329999923706056,9.079999923706056,9.279999732971191,6.1859331130981445,2299100,0.0250967392359425,-0.0149735786639636,-0.0707155574030715,0.0306048465894754,0.0594571949953645,0.0207345145204676,1,-1,-1
2010-02-11,0,9.289999961853027,9.329999923706056,9.170000076293944,9.25,6.165935039520264,1361900,-0.0032379664991188,-0.0371395866858859,-0.0587787648273201,0.0300122105044072,0.0581509636457414,0.0198455711943866,-1,-1,-1
2010-02-12,0,9.210000038146973,9.239999771118164,9.020000457763672,9.079999923706056,6.052616119384766,1174500,-0.0185493673135486,-0.0098631103775384,-0.0504669902540905,0.0296239496612014,0.056853003818264,0.0200506903946223,-1,-1,-1
2010-02-17,0,9.279999732971191,9.470000267028809,9.199999809265137,9.279999732971191,6.1859331130981445,2775800,0.0217873338126675,0.029526421000117,-0.0616383238271129,0.029430553910939,0.0564976109800214,0.0187946044241747,1,1,-1
2010-02-18,0,9.300000190734863,9.539999961853027,9.270000457763672,9.520000457763672,6.3459153175354,1478400,0.0255333788642393,0.0786431537291152,-0.1074591402180389,0.0293343713050123,0.0585540085123402,0.0217755140534649,1,1,-1
2010-02-19,0,9.43000030517578,9.600000381469728,9.329999923706056,9.56999969482422,6.379243850708008,1128200,0.0052382766883741,0.0558683947885561,-0.0568681559817535,0.0288598656837249,0.0589680379717882,0.0211694661761067,1,1,-1
2010-02-22,0,9.600000381469728,9.739999771118164,9.329999923706056,9.449999809265137,6.299252986907959,1628600,-0.0126184522539983,0.0181532032986151,-0.089037554423812,0.0284734827007136,0.058093776929798,0.0207627449373353,-1,1,-1
2010-02-23,0,9.4399995803833,9.600000381469728,9.260000228881836,9.350000381469728,6.232594966888428,1225400,-0.0106383372225715,0.0107528325751624,-0.1112255760591836,0.0280781966142464,0.0571410636438892,0.0226429589657927,-1,1,-1
2010-02-24,0,9.399999618530272,9.630000114440918,9.25,9.489999771118164,6.325916290283203,1320700,0.0148622044041274,0.0441644042928385,-0.0533460276888234,0.0277833293871166,0.0569780146426553,0.0225963336097017,1,1,-1
2010-02-25,0,9.300000190734863,9.539999961853027,9.149999618530272,9.40999984741211,6.272588729858398,920700,-0.0084656511218394,0.0139114193583316,0.0031931621631267,0.0274043623987036,0.0561209039936025,0.0300517632133046,-1,1,1
2010-02-26,0,9.470000267028809,9.5,9.079999923706056,9.079999923706056,6.052616119384766,4337100,-0.0356987531709991,-0.0473207126769069,-0.0536033998081067,0.0276299550547517,0.0556601890421183,0.0292303130369564,-1,-1,-1
2010-03-01,0,9.25,9.31999969482422,9.149999618530272,9.199999809265137,6.132606029510498,1676900,0.0131292791121589,-0.0394297102531221,-0.0086580547005086,0.027353080791721,0.0550377717916393,0.0318962209638163,1,-1,-1
2010-03-02,0,9.18000030517578,9.289999961853027,9.149999618530272,9.1899995803833,6.125940322875977,1899700,-0.0010875726154907,-0.0278988306146144,0.0043620531107048,0.0269809454160799,0.0542718485561537,0.035083573054381,0,-1,1
2010-03-03,0,9.229999542236328,9.640000343322754,9.229999542236328,9.399999618530272,6.265923500061035,5635400,0.0225937579866181,0.0053332645945751,0.0117710999745646,0.0268979895729906,0.0535035319921666,0.0380326088952912,1,0,1
2010-03-04,0,9.460000038146973,9.619999885559082,9.279999732971191,9.59000015258789,6.392577648162842,1803900,0.0200112561124212,0.010482316302869,0.0264146362287084,0.0267525976805709,0.052814032825934,0.0415405456717145,1,1,1
2010-03-05,0,9.699999809265137,9.720000267028809,9.489999771118164,9.489999771118164,6.325916290283203,1234300,-0.010482316302869,0.0084656511218395,0.0021096531082974,0.0264647647993292,0.0521306597454616,0.042196569514238,-1,1,0
2010-03-08,0,9.699999809265137,9.729999542236328,9.479999542236328,9.670000076293944,6.445901870727539,1938500,0.0187897288513353,0.062954133144174,0.0261932206675427,0.0263082181431835,0.0527088938037489,0.0442952666777191,1,1,1
2010-03-09,0,9.600000381469728,9.68000030517578,9.420000076293944,9.609999656677246,6.405906677246094,2640900,-0.0062241300983314,0.0436007239336837,0.0010410490464079,0.0260104625865783,0.0526129944886029,0.0443564100144086,-1,1,0
2010-03-10,0,9.630000114440918,9.65999984741211,9.25,9.289999961853027,6.192599296569824,3879200,-0.0338656385371209,0.0108226580120535,0.013001254131183,0.0262040784374193,0.0519762289227899,0.0449080054433783,-1,1,1
2010-03-11,0,9.289999961853027,9.300000190734863,9.050000190734863,9.130000114440918,6.085946083068848,4186800,-0.0173728415780276,-0.0291439415525921,0.0132306101181435,0.0260205671312196,0.0514546695776646,0.0452953260353149,-1,-1,1
2010-03-12,0,9.239999771118164,9.25,8.699999809265137,8.770000457763672,5.845973491668701,19549900,-0.040228848560847,-0.0893840462258606,-0.0034148845779447,0.0263629972762265,0.052488572140745,0.044901502919963,-1,-1,0
2010-03-15,0,8.779999732971191,8.779999732971191,8.5,8.619999885559082,5.745985507965088,5001800,-0.017251787181239,-0.0961535171042307,-0.048679707388117,0.0261680738159598,0.0536361384446741,0.0440504419900426,-1,-1,-1
2010-03-16,0,8.729999542236328,8.760000228881836,8.550000190734863,8.600000381469727,5.732653617858887,4684700,-0.002322823782987,-0.1172660697385532,-0.0760992704070466,0.0258881993872337,0.0554978314239545,0.0438200086133819,0,-1,-1
2010-03-17,0,8.6899995803833,8.729999542236328,8.220000267028809,8.229999542236328,5.486015796661377,11409900,-0.0439762885487743,-0.1550182281889961,-0.1168375924567022,0.0262952597730626,0.0589509989562274,0.0454351260361909,-1,-1,-1
2010-03-18,0,8.25,8.390000343322754,8.109999656677246,8.229999542236328,5.486015796661377,10077100,0.0,-0.1211525896518752,-0.0982882251431536,0.0260297180358844,0.0603892462212863,0.0458256105450298,0,-1,-1
2010-03-19,0,8.300000190734863,8.470000267028809,7.800000190734863,7.800000190734863,5.1993842124938965,24147200,-0.0536622009188982,-0.1574419489927458,-0.1737377598747193,0.0267184619951068,0.0631876819031755,0.050885959219367,-1,-1,-1
2010-03-22,0,7.789999961853027,8.180000305175781,7.599999904632568,8.149999618530273,5.432688236236572,11803300,0.0438941222979355,-0.0733189781339633,-0.1553770164410233,0.0272834349672885,0.0629726734512169,0.0536034290345514,1,-1,-1
2010-03-23,0,8.220000267028809,8.25,7.909999847412109,8.020000457763672,5.346033096313477,7010500,-0.0160794014904827,-0.0721465924432069,-0.1766946946198802,0.0270768824068395,0.0627267853844298,0.0571742942679993,-1,-1,-1
2010-03-24,0,8.09000015258789,8.1899995803833,7.989999771118164,8.0600004196167,5.372696399688721,5968100,0.0049751296239747,-0.0648486390362452,-0.1591011127419069,0.0268451853545339,0.0623634815795336,0.0590876061816813,1,-1,-1
2010-03-25,0,8.130000114440918,8.149999618530273,7.849999904632568,7.860000133514404,5.239378452301025,3985100,-0.0251269851524802,-0.045999335639951,-0.1735897606718157,0.0267567381394732,0.0618064825266842,0.0614288444496344,-1,-1,-1
2010-03-26,0,7.920000076293945,7.960000038146973,7.449999809265137,7.5,4.999406814575195,10219600,-0.0468836028854157,-0.0928829385253668,-0.235335567961359,0.0271311967070708,0.0619440118193777,0.0672293557439974,-1,-1,-1
2010-03-29,0,7.590000152587891,7.820000171661377,7.340000152587891,7.820000171661377,5.212716102600098,7863600,0.0417815559665373,0.0025608183600688,-0.1850883608729822,0.0275789313381348,0.0614545106568752,0.0691199560624556,1,0,-1
2010-03-30,0,7.869999885559082,7.909999847412109,7.670000076293945,7.699999809265137,5.132724285125732,6024700,-0.0154642724199257,-0.0567975763577924,-0.1648538801219088,0.0273793635623485,0.061020446953308,0.069901791194108,-1,-1,-1
2010-03-31,1,7.730000019073486,7.949999809265137,7.670000076293945,7.949999809265137,5.29937219619751,4003600,0.0319516005855572,-0.0087665742817525,-0.1460315586485104,0.027541314161322,0.0604838187878774,0.0699638760450924,1,-1,-1
2010-04-01,0,8.020000457763672,8.199999809265137,8.010000228881836,8.140000343322754,5.426023960113525,6500600,0.0236183175172569,0.0098766136115296,-0.1213256685157627,0.0275274742246209,0.0601051892703259,0.0694375678210804,1,1,-1
2010-04-05,0,8.170000076293945,8.1899995803833,8.050000190734863,8.109999656677246,5.406025409698486,3885700,-0.0036923963976317,0.0313112023663782,-0.1476118229000126,0.0272973175164431,0.0600188459947475,0.0694700894159675,-1,1,-1
2010-04-06,0,8.079999923706055,8.079999923706055,7.840000152587891,7.860000133514404,5.239378452301025,5367600,-0.0313112023663783,0.0468836028854157,-0.1989342813788123,0.027312303878465,0.0602036175731279,0.0711568302564008,-1,1,-1
2010-04-07,0,7.789999961853027,7.960000038146973,7.699999809265137,7.880000114440918,5.252710819244385,6127600,0.0025412949650662,0.0076433418839445,-0.185910670110877,0.0271012883032208,0.0598009992374965,0.0721321724397727,0,1,-1
2010-04-08,0,7.960000038146973,8.25,7.699999809265137,8.25,5.499348163604736,1878,0.0458852819538429,0.0689928962577133,-0.1588151170083696,0.0275779489860929,0.0604451749698915,0.0721935661871644,1,1,-1
2010-04-09,0,8.25,8.520000457763672,8.25,8.460000038146973,5.639331340789795,9686500,0.0251359777806406,0.0621772734527967,-0.1274550091293973,0.0275752425545353,0.0608640686812788,0.0716353764190303,1,1,-1
2010-04-12,0,8.359999656677246,8.579999923706055,8.34000015258789,8.460000038146973,5.639331340789795,7133500,0.0,0.0385589559355398,-0.0935893705922764,0.0273634741529056,0.0607983445604571,0.0708257304680558,0,1,-1
2010-04-13,0,8.489999771118164,8.640000343322754,8.369999885559082,8.5600004196167,5.705990314483643,3467800,0.0117510610470616,0.0540024133802332,-0.0644654679671872,0.0272074914364224,0.0609828080711242,0.0701073289545346,1,1,-1
2010-04-14,0,8.539999961853027,8.699999809265137,8.539999961853027,8.569999694824219,5.712656021118164,5934700,0.0011674578256197,0.0864810735722312,-0.0230691615807204,0.0270061169316197,0.0618675219662839,0.0699400017313416,0,1,-1
2010-04-15,0,8.5600004196167,8.649999618530273,8.220000267028809,8.529999732971191,5.685992240905762,4940600,-0.0046783668009913,0.0792614118061735,-0.0104957412004726,0.0268090842363743,0.0624945317292086,0.0700083152185607,-1,1,-1
2010-04-16,0,8.449999809265137,8.630000114440918,8.369999885559082,8.420000076293945,5.612666606903076,3894100,-0.0129794928836464,0.0203966369686843,-0.021152410301132,0.0266475210315098,0.0621466989802919,0.0698329938364361,-1,1,-1
2010-04-19,0,8.369999885559082,8.579999923706055,8.319999694824219,8.5,5.665993690490723,3123700,0.0094563261809967,0.0047169853690404,0.0322802044286391,0.0264912721480828,0.061705224036227,0.0709668050905259,1,0,1
2010-04-20,0,8.5600004196167,8.680000305175781,8.470000267028809,8.65999984741211,5.772647857666016,7493800,0.018648541458224,0.0233655268272644,0.0509287458868632,0.0264143902028439,0.0613943257701784,0.0725808844079679,1,1,1
2010-04-22,0,8.630000114440918,8.649999618530273,8.3100004196167,8.329999923706055,5.552674293518066,8500300,-0.0388512579346805,-0.0272367921544777,0.0657396888710808,0.026591498074098,0.0609618380162908,0.0745318546383141,-1,-1,1
2010-04-23,0,8.3100004196167,8.539999961853027,8.140000343322754,8.5,5.665993690490723,8086300,0.0202027164764564,-0.0082015335036409,0.042048283049602,0.0265350529153508,0.0605140274406506,0.0755129156709187,1,-1,1
2010-04-26,0,8.489999771118164,8.510000228881836,8.359999656677246,8.40999984741211,5.606001377105713,6944200,-0.0106447076550397,-0.0141678743576893,0.047482976885045,0.0263751900202557,0.0600743225211413,0.0765380925121585,-1,-1,1
2010-04-27,0,8.34000015258789,8.479999542236328,8.119999885559082,8.140000343322754,5.426023960113525,15235300,-0.0326312336495404,-0.0338196151235834,0.0098766136115296,0.0264354487978085,0.0596980598859163,0.0765793901832322,-1,-1,1
2010-04-28,0,8.050000190734863,8.109999656677246,7.849999904632568,8.069999694824219,5.379362106323242,14748100,-0.0086367777259157,-0.0519127190304959,0.0263668210380942,0.0262709884856321,0.0594564344745122,0.0769238212909837,-1,-1,1
2010-04-29,0,8.100000381469727,8.239999771118164,8.0600004196167,8.15999984741211,5.439354419708252,15707800,0.0110907058107442,-0.0594705546779757,0.0843411297342543,0.0261441652899707,0.0592899369257667,0.078806983462112,1,-1,1
2010-04-30,0,8.170000076293945,8.350000381469727,8.15999984741211,8.170000076293945,5.446020603179932,18780000,0.0012247679336966,-0.0193945288095985,0.0437843417014135,0.025978852796411,0.0588859881355157,0.0793799287416297,0,-1,1
