Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,14.249308,14.621724,14.249308,14.381778,13.002399,651745
2010-01-05,14.399274,14.619225,14.306795,14.496752,13.106346,432496
2010-01-06,14.496752,14.524246,14.094342,14.159328,12.801285,1178663
2010-01-07,13.996864,14.246808,13.871892,14.219314,12.855519,978219
2010-01-08,14.124336,14.314293,14.121836,14.296797,12.925569,830586
2010-01-11,14.469258,14.746696,13.941877,14.746696,13.332318,899801
2010-01-12,14.564237,14.751695,14.419270,14.509249,13.117645,792977
2010-01-13,14.534244,14.669214,14.374280,14.559238,13.162841,340876
2010-01-14,14.746696,14.746696,14.434266,14.434266,13.049854,219649
2010-01-15,14.496752,14.496752,14.196819,14.246808,12.880375,485708
2010-01-18,14.356784,14.459261,14.171825,14.459261,13.072453,592932
2010-01-19,14.444264,14.496752,14.374280,14.496752,13.106346,490109
2010-01-20,14.471758,14.869169,14.176824,14.721702,13.309720,712559
2010-01-21,14.624224,14.759193,14.496752,14.634221,13.230632,976618
2010-01-22,14.534244,14.541742,14.371780,14.396775,13.015959,253256
2010-01-26,14.246808,14.584233,14.126835,14.496752,13.106346,1761994
2010-01-27,14.641720,14.641720,14.246808,14.471758,13.083749,662148
2010-01-28,14.546741,14.621724,14.171825,14.246808,12.880375,596533
2010-01-29,14.246808,14.451762,14.151829,14.451762,13.065672,275261
2010-02-01,14.446763,14.659216,14.446763,14.659216,13.253228,1888022
2010-02-02,14.686710,15.296573,14.496752,15.246584,13.784263,1045434
2010-02-03,15.396551,15.546517,14.976645,15.396551,13.919845,634742
2010-02-04,15.236587,15.316569,14.126835,14.596730,13.196733,593832
2010-02-05,14.226813,14.746696,14.006862,14.406772,13.024997,913104
2010-02-08,14.496752,14.936654,14.356784,14.746696,13.332318,855491
2010-02-09,14.926656,15.296573,14.646719,14.846674,13.422707,693955
2010-02-10,14.906660,15.436542,14.426768,15.436542,13.956000,662748
2010-02-11,15.396551,15.486531,15.226589,15.316569,13.847532,1086543
2010-02-12,15.296573,15.646495,14.926656,15.386553,13.910805,838987
2010-02-17,15.306571,15.766468,15.306571,15.596506,14.100621,446299
2010-02-18,15.366557,15.996416,15.366557,15.836452,14.317554,1304292
2010-02-19,15.886441,16.046406,15.526522,15.996416,14.462175,873995
2010-02-22,15.996416,16.046406,15.216591,15.546517,14.055429,830085
2010-02-23,15.596506,15.596506,15.066625,15.196595,13.739067,1631065
2010-02-24,15.626499,15.626499,15.116613,15.196595,13.739067,855091
2010-02-25,15.046629,15.046629,14.796685,14.796685,13.377512,520516
2010-02-26,14.846674,15.026634,14.746696,14.796685,13.377512,717860
2010-03-01,14.996640,15.196595,14.896663,15.186598,13.730027,713959
2010-03-02,15.246584,15.496528,15.096618,15.346562,13.874649,883197
2010-03-03,15.206593,15.446539,15.136609,15.136609,13.684834,604935
2010-03-04,15.196595,15.346562,14.796685,15.036631,13.594444,309869
2010-03-05,15.376555,15.376555,15.146607,15.246584,13.784263,441798
2010-03-08,15.546517,15.556515,14.896663,14.896663,13.467900,347477
2010-03-09,15.076622,15.096618,14.756694,14.986642,13.549252,594733
2010-03-10,15.296573,15.346562,14.776690,14.846674,13.422707,696455
2010-03-11,14.996640,15.246584,14.896663,15.246584,13.784263,820583
2010-03-12,15.246584,15.436542,15.186598,15.246584,13.784263,857492
2010-03-15,15.246584,15.366557,15.096618,15.096618,13.648678,277962
2010-03-16,15.196595,15.316569,15.006638,15.246584,13.784263,522717
2010-03-17,15.366557,15.366557,14.926656,15.046629,13.603484,464203
2010-03-18,14.826678,15.156604,14.816681,14.996640,13.558290,245154
2010-03-19,14.996640,15.296573,14.996640,15.296573,13.829455,558925
2010-03-22,14.996640,15.366557,14.996640,15.246584,13.784263,201245
2010-03-23,15.346562,15.346562,15.096618,15.296573,13.829455,311569
2010-03-24,15.446539,15.446539,15.046629,15.196595,13.739067,742666
2010-03-25,15.006638,15.336564,15.006638,15.196595,13.739067,1133853
2010-03-26,15.336564,15.336564,15.196595,15.286575,13.820415,1079741
2010-03-29,15.296573,15.446539,15.156604,15.446539,13.965039,430796
2010-03-30,15.446539,15.546517,15.446539,15.536519,14.046389,1778998
2010-03-31,15.546517,15.596506,15.296573,15.596506,14.100621,360680
2010-04-01,15.636497,15.666490,15.146607,15.146607,13.693874,1102146
2010-04-05,15.146607,15.226589,14.746696,14.826678,13.404630,1000824
2010-04-06,14.846674,14.986642,14.396775,14.396775,13.015959,1050535
2010-04-07,14.406772,14.846674,14.406772,14.796685,13.377512,1255781
2010-04-08,14.896663,15.336564,14.896663,15.336564,13.865609,164
2010-04-09,15.176600,15.366557,15.026634,15.246584,13.784263,1268984
2010-04-12,15.346562,15.346562,15.096618,15.106616,13.657719,639443
2010-04-13,15.286575,15.296573,14.756694,14.796685,13.377512,1105447
2010-04-14,15.066625,15.096618,14.926656,15.096618,13.648678,573228
2010-04-15,15.146607,15.336564,15.026634,15.326566,13.856572,1384810
2010-04-16,15.326566,15.396551,15.146607,15.296573,13.829455,2865641
2010-04-19,15.376555,15.376555,15.006638,15.196595,13.739067,272060
2010-04-20,15.346562,15.346562,15.106616,15.196595,13.739067,241754
2010-04-22,15.236587,15.296573,14.956649,15.046629,13.603484,1221473
2010-04-23,15.046629,15.246584,14.866669,15.146607,13.693874,2019952
2010-04-26,15.146607,15.196595,14.796685,14.896663,13.467900,387886
2010-04-27,14.756694,15.076622,14.616725,14.896663,13.467900,360380
2010-04-28,14.866669,14.976645,14.446763,14.896663,13.467900,1251480
2010-04-29,14.796685,15.276578,14.796685,15.016636,13.576368,1082442
2010-04-30,15.236587,15.236587,14.646719,15.096618,13.648678,312770
2010-05-03,15.016636,16.056402,14.906660,15.946428,14.416981,471
2010-05-04,15.346562,15.346562,15.016636,15.196595,13.739067,780074
2010-05-05,15.156604,15.256582,14.896663,15.186598,13.730027,282963
2010-05-06,14.956649,15.186598,14.496752,14.996640,13.558290,747967
2010-05-07,14.896663,15.116613,14.296797,14.716703,13.305202,547722
2010-05-10,15.176600,15.396551,15.076622,15.276578,13.811377,568327
2010-05-11,15.096618,15.286575,14.986642,15.286575,13.820415,1533243
2010-05-12,15.386553,15.396551,14.846674,15.296573,13.829455,736764
2010-05-13,15.296573,15.396551,15.246584,15.326566,13.856572,397589
2010-05-14,15.166602,15.296573,14.776690,15.196595,13.739067,1475730
2010-05-17,15.296573,15.396551,14.936654,15.286575,13.820415,1012126
2010-05-18,15.286575,15.446539,15.276578,15.386553,13.910805,639443
2010-05-19,15.296573,15.326566,14.596730,14.796685,13.377512,968216
2010-05-20,14.796685,14.796685,13.646943,13.996864,12.654404,1196267
2010-05-21,13.996864,14.966647,13.806907,14.946651,13.513097,1578253
2010-05-24,14.956649,15.336564,14.496752,15.096618,13.648678,545722
2010-05-25,14.996640,15.256582,14.456761,14.886665,13.458861,478807
2010-05-26,14.996640,15.386553,14.446763,14.856672,13.431749,1320295
2010-05-27,15.016636,15.276578,14.926656,15.096618,13.648678,1147156
2010-05-28,15.096618,15.096618,14.746696,14.966647,13.531175,347577
2010-05-31,15.096618,15.146607,14.896663,14.996640,13.558290,573928
2010-06-01,14.946651,15.076622,14.786687,14.796685,13.377512,515315
2010-06-02,14.606728,15.436542,14.596730,15.346562,13.874649,884097
2010-06-04,15.346562,15.636497,14.966647,15.396551,13.919845,723261
2010-06-07,15.496528,15.586508,14.926656,14.996640,13.558290,584730
2010-06-08,15.016636,15.166602,14.516748,14.556739,13.160581,891399
2010-06-09,14.596730,14.616725,14.126835,14.476757,13.088268,830485
2010-06-10,14.696707,14.746696,14.346786,14.356784,12.979803,611736
2010-06-11,14.196819,14.626723,14.056851,14.596730,13.196733,758069
2010-06-14,14.676712,14.696707,14.346786,14.696707,13.287124,410791
2010-06-15,14.696707,15.056627,14.646719,14.946651,13.513097,587031
2010-06-16,14.986642,15.246584,14.746696,15.196595,13.739067,1323096
2010-06-17,15.186598,15.386553,14.906660,15.356560,13.883688,551023
2010-06-18,14.856672,15.436542,14.426768,14.426768,13.043075,220
2010-06-21,15.616501,15.966423,15.366557,15.546517,14.055429,418893
2010-06-22,15.596506,16.436317,15.456537,16.036407,14.498332,1254881
2010-06-23,16.036407,16.096394,15.316569,15.636497,14.136779,1961839
2010-06-24,15.476533,16.116388,15.406548,15.896439,14.371787,499911
2010-06-25,15.826454,16.396326,15.826454,16.246361,14.688147,389587
2010-06-28,16.296349,16.996193,16.036407,16.996193,15.366060,1020228
2010-06-29,16.736252,17.456089,16.396326,16.596281,15.004505,2243602
2010-06-30,16.606279,17.006189,16.606279,16.986195,15.357021,1977142
2010-07-01,17.156157,17.156157,16.596281,16.846226,15.230478,797578
2010-07-02,16.846226,17.296125,16.796238,17.206144,15.555875,447200
2010-07-05,17.096170,17.236139,16.596281,16.796238,15.185287,287064
2010-07-06,16.996193,17.995968,16.796238,17.895990,16.179560,623239
2010-07-07,17.746023,17.746023,17.046181,17.196148,15.546837,1377108
2010-07-08,17.366110,17.476086,16.796238,16.996193,15.366060,935309
2010-07-12,17.096170,17.466087,16.056402,16.996193,15.366060,1158959
2010-07-13,16.806234,17.036182,16.596281,16.796238,15.185287,315370
2010-07-14,16.786240,17.396103,16.666265,16.946203,15.320867,946912
2010-07-15,16.806234,17.116165,16.496304,17.006189,15.375100,413292
2010-07-16,16.946203,17.076174,16.706257,16.896215,15.275675,474306
2010-07-19,16.706257,16.956202,16.596281,16.846226,15.230478,311869
2010-07-20,16.746248,17.446093,16.626274,16.896215,15.275675,883497
2010-07-21,16.996193,17.376106,16.786240,16.946203,15.320867,923206
2010-07-22,17.246136,17.396103,16.926208,17.096170,15.456451,1316594
2010-07-23,16.996193,17.096170,16.796238,16.946203,15.320867,906002
2010-07-26,16.846226,17.016188,16.646271,16.746248,15.140089,166637
2010-07-27,16.746248,16.936207,16.526299,16.796238,15.185287,463703
2010-07-28,16.796238,16.796238,16.316345,16.446316,14.868925,645244
2010-07-29,16.496304,16.656267,16.156380,16.446316,14.868925,329073
2010-07-30,16.296349,17.016188,16.146383,16.906214,15.284712,1142255
2010-08-02,17.006189,17.336117,16.606279,16.946203,15.320867,540321
2010-08-03,17.186150,17.196148,16.396326,16.796238,15.185287,627840
2010-08-04,16.946203,17.096170,16.536295,17.076174,15.438372,542921
2010-08-05,16.806234,17.066177,16.696260,16.946203,15.320867,506213
2010-08-06,16.856224,16.946203,16.416323,16.776241,15.167206,268960
2010-08-09,16.776241,16.916210,16.506302,16.516300,14.932196,370482
2010-08-10,16.496304,16.606279,16.176376,16.496304,14.914121,512914
2010-08-11,16.396326,16.426319,15.916434,15.996416,14.462175,457602
2010-08-12,15.746472,16.336340,15.746472,16.336340,14.769496,616738
2010-08-13,16.276354,16.346338,15.756470,15.796461,14.281399,841688
2010-08-16,15.896439,15.946428,15.626499,15.766468,14.254282,624839
2010-08-17,15.896439,16.546293,15.896439,16.296349,14.733339,1308693
2010-08-18,16.446316,17.046181,16.316345,16.796238,15.185287,1277886
2010-08-19,16.796238,17.995968,16.796238,17.895990,16.179560,1862417
2010-08-20,17.846003,18.495855,17.596058,18.345890,16.586308,2631189
2010-08-23,18.425873,18.425873,17.776018,18.395880,16.631502,799178
2010-08-24,17.975973,18.495855,17.905989,18.245913,16.495918,484508
2010-08-25,18.035959,18.465862,17.895990,18.445868,16.676693,556724
2010-08-26,18.445868,18.465862,18.045958,18.205921,16.459768,558525
2010-08-27,18.295900,18.715807,17.566065,17.995968,16.269949,525117
2010-08-30,17.995968,19.965527,17.706034,19.345667,17.490191,559
2010-08-31,19.245687,19.635601,18.395880,18.395880,16.631502,1992146
2010-09-01,18.495855,19.885546,17.756021,17.995968,16.269949,313
2010-09-02,18.315897,18.705809,18.035959,18.395880,16.631502,1749891
2010-09-03,18.695812,19.195700,18.155933,19.195700,17.354612,1641267
2010-09-06,19.145712,19.275682,18.875771,19.195700,17.354612,309669
2010-09-08,19.195700,20.185478,18.995745,19.785568,17.887905,1140355
2010-09-09,19.985523,20.275457,19.695587,20.145487,18.213305,3663520
2010-09-10,20.155485,20.345442,19.995522,20.295452,18.348885,1143055
2010-09-13,20.385433,20.555395,20.015516,20.475412,18.511585,983820
2010-09-14,20.435423,20.745354,20.145487,20.295452,18.348885,1308192
2010-09-15,20.495409,20.605385,20.295452,20.495409,18.529665,1889523
2010-09-16,20.675367,21.485188,20.095497,20.695364,18.710442,1749891
2010-09-17,20.665371,21.275234,20.555395,20.955305,18.945450,1921230
2010-09-20,21.045284,21.045284,20.405430,20.865326,18.864103,358280
2010-09-21,20.895319,20.895319,20.015516,20.195477,18.258495,2169485
2010-09-22,19.995522,19.995522,19.485636,19.495632,17.625778,480
2010-09-23,19.985523,19.985523,19.475637,19.695587,17.806555,2318019
2010-09-24,20.005518,20.005518,19.295677,19.495632,17.625778,1761094
2010-09-27,19.695587,20.285456,19.535624,20.285456,18.339848,1244478
2010-09-28,20.425425,20.495409,20.195477,20.295452,18.348885,519616
2010-09-29,20.185478,20.655373,19.975525,20.395432,18.439274,586531
2010-09-30,20.425425,20.595387,19.795565,20.395432,18.439274,1731987
2010-10-01,20.415426,20.595387,19.905540,20.595387,18.620052,655346
2010-10-04,20.615381,20.615381,19.955528,20.135489,18.204264,420394
2010-10-05,20.195477,20.285456,19.595610,19.795565,17.896944,605035
2010-10-06,19.795565,19.995522,19.445644,19.575615,17.698086,889599
2010-10-07,19.675592,19.985523,19.525625,19.745577,17.851748,676251
2010-10-08,19.895542,20.495409,19.545622,20.455418,18.493505,1675375
2010-10-11,20.485411,20.495409,20.125490,20.485411,18.520622,830385
2010-10-13,20.385433,20.595387,20.155485,20.595387,18.620052,1214972
2010-10-14,20.585388,20.585388,19.925535,20.075502,18.150032,1295990
2010-10-15,20.095497,20.445419,19.595610,20.345442,18.394079,566226
2010-10-18,20.495409,20.495409,19.775570,19.865549,17.960215,845389
2010-10-19,19.735579,19.995522,19.695587,19.895542,17.987328,1688378
2010-10-20,19.895542,20.145487,19.815561,20.025515,18.104837,346177
2010-10-21,20.125490,20.875322,20.085501,20.395432,18.439274,467004
2010-10-22,20.105495,20.595387,20.105495,20.295452,18.348885,231251
2010-10-25,20.475412,20.745354,20.195477,20.545397,18.574856,429096
2010-10-26,20.745354,21.045284,20.435423,20.685366,18.701406,1449124
2010-10-27,20.885321,20.895319,20.245464,20.645374,18.665243,1071639
2010-10-28,20.875322,20.975302,20.455418,20.545397,18.574856,409191
2010-10-29,20.295452,20.995296,20.295452,20.995296,18.981606,1892723
2010-11-01,20.975302,21.175257,20.785343,21.095274,19.071993,487109
2010-11-03,21.095274,21.855104,21.005295,21.545174,19.478745,955814
2010-11-04,21.795116,21.945084,21.425200,21.945084,19.840294,935709
2010-11-05,21.895096,21.995073,21.195251,21.695141,19.614326,1008525
2010-11-08,21.725134,21.725134,20.845329,20.845329,18.846022,286264
2010-11-09,21.055283,21.445196,20.895319,21.095274,19.071993,467104
2010-11-10,21.485188,21.485188,20.455418,21.195251,19.162380,1094445
2010-11-11,21.195251,22.524954,21.195251,22.145039,20.021074,2858940
2010-11-12,22.015068,22.145039,21.375212,21.645151,19.569132,1247179
2010-11-16,21.975077,21.975077,21.035288,21.695141,19.614326,1099546
2010-11-17,21.695141,21.785120,21.285233,21.495186,19.433546,1098445
2010-11-18,21.885098,22.454969,21.725134,21.995073,19.885494,2134177
2010-11-19,22.035065,22.095051,21.745129,21.995073,19.885494,1467528
2010-11-22,22.145039,22.444971,22.025066,22.295006,20.156658,1448724
2010-11-23,22.095051,22.195028,21.785120,22.135040,20.012033,1496335
2010-11-24,21.815113,23.704691,21.815113,22.944860,20.744186,2064162
2010-11-25,23.094826,23.494738,22.944860,23.104824,20.888805,1024829
2010-11-26,22.794893,23.084827,22.514956,22.994848,20.789379,966316
2010-11-29,22.854879,23.584717,22.245016,22.354992,20.210888,1732688
2010-11-30,22.494961,22.794893,21.555170,21.995073,19.885494,21561928
2010-12-01,21.995073,22.215023,21.285233,21.665148,19.587210,1621163
2010-12-02,21.665148,22.295006,21.535175,22.295006,20.156658,2000648
2010-12-03,22.225021,22.744905,22.175032,22.744905,20.563406,1174863
2010-12-06,22.674919,22.894871,22.295006,22.894871,20.698988,843288
2010-12-07,22.974854,22.974854,22.195028,22.674919,20.500135,697856
2010-12-08,22.694916,22.894871,21.995073,21.995073,19.885494,856291
2010-12-09,22.195028,22.844881,21.695141,21.995073,19.885494,628740
2010-12-10,22.195028,22.364990,21.915091,22.295006,20.156658,379585
2010-12-13,22.744905,22.744905,21.875099,22.494961,20.337433,611837
2010-12-14,22.474964,22.474964,22.165035,22.344994,20.201851,568327
2010-12-15,22.295006,22.434975,21.665148,21.895096,19.795105,861192
2010-12-16,21.995073,22.295006,21.445196,21.895096,19.795105,1220573
2010-12-17,21.895096,21.995073,21.555170,21.995073,19.885494,843989
2010-12-20,22.115046,22.135040,21.475189,21.475189,19.415472,647144
2010-12-21,21.485188,21.775122,21.475189,21.545174,19.478745,763571
2010-12-22,21.705137,22.045061,21.535175,22.045061,19.930689,1191866
2010-12-23,21.645151,22.324999,21.645151,22.095051,19.975880,1179664
2010-12-27,21.915091,22.085052,21.745129,21.985075,19.876457,781775
2010-12-28,21.985075,22.265013,21.985075,22.095051,19.975880,826185
2010-12-29,22.045061,22.404982,22.015068,22.354992,20.331331,501112
2010-12-30,22.584940,22.784897,22.155037,22.494961,20.458630,1416017
